"","Branch.Name","Library.Type","Address","Website","Phone.Number","latitude","longitude","Charge","type2","type3","Label"
"11","Barnes & Noble","Bookstore","5959 Triangle Town Blvd, Raleigh, NC 27616","https://stores.barnesandnoble.com","(919) 792-2140",35.867012,-78.5757,"Free",NA,"Barnes & Noble","<B>Barnes & Noble</B><br><B>Bookstore</B><br><B>Charge: </B>Free<br><B>Address: </B>5959 Triangle Town Blvd, Raleigh, NC 27616<br><a href=""https://stores.barnesandnoble.com"" target=""_blank"">Website</a><br>"
"12","Barnes & Noble","Bookstore","8431 Brier Creek Parkway, Raleigh, NC 27617","https://stores.barnesandnoble.com","(919) 484-9903",35.906185,-78.7835,"Free",NA,"Barnes & Noble","<B>Barnes & Noble</B><br><B>Bookstore</B><br><B>Charge: </B>Free<br><B>Address: </B>8431 Brier Creek Parkway, Raleigh, NC 27617<br><a href=""https://stores.barnesandnoble.com"" target=""_blank"">Website</a><br>"
"13","Barnes & Noble","Bookstore","8030 Renaissance Parkway, Durham, NC 27713","https://stores.barnesandnoble.com","(919) 806-1930",35.905164,-78.9432,"Free",NA,"Barnes & Noble","<B>Barnes & Noble</B><br><B>Bookstore</B><br><B>Charge: </B>Free<br><B>Address: </B>8030 Renaissance Parkway, Durham, NC 27713<br><a href=""https://stores.barnesandnoble.com"" target=""_blank"">Website</a><br>"
"14","Barnes & Noble","Bookstore","5400 New Hope Commons, Durham, NC 27707","https://stores.barnesandnoble.com","(919) 489-3012",35.954657,-78.9951,"Free",NA,"Barnes & Noble","<B>Barnes & Noble</B><br><B>Bookstore</B><br><B>Charge: </B>Free<br><B>Address: </B>5400 New Hope Commons, Durham, NC 27707<br><a href=""https://stores.barnesandnoble.com"" target=""_blank"">Website</a><br>"
"15","Barnes & Noble","Bookstore","3125 Waltham Blvd, Burlington, NC 27215","https://stores.barnesandnoble.com","(336) 584-0869",36.068361,-79.5079,"Free",NA,"Barnes & Noble","<B>Barnes & Noble</B><br><B>Bookstore</B><br><B>Charge: </B>Free<br><B>Address: </B>3125 Waltham Blvd, Burlington, NC 27215<br><a href=""https://stores.barnesandnoble.com"" target=""_blank"">Website</a><br>"
"16","Barnes & Noble","Bookstore","3102 Northline Avenue, Greensboro, NC 27408","https://stores.barnesandnoble.com","(336) 854-4200",36.088061,-79.8297,"Free",NA,"Barnes & Noble","<B>Barnes & Noble</B><br><B>Bookstore</B><br><B>Charge: </B>Free<br><B>Address: </B>3102 Northline Avenue, Greensboro, NC 27408<br><a href=""https://stores.barnesandnoble.com"" target=""_blank"">Website</a><br>"
"17","Barnes & Noble","Bookstore","1925 Hampton Inn Court, Winston-Salem, NC 27103","https://stores.barnesandnoble.com","(336) 774-0800",36.064229,-80.3068,"Free",NA,"Barnes & Noble","<B>Barnes & Noble</B><br><B>Bookstore</B><br><B>Charge: </B>Free<br><B>Address: </B>1925 Hampton Inn Court, Winston-Salem, NC 27103<br><a href=""https://stores.barnesandnoble.com"" target=""_blank"">Website</a><br>"
"18","Barnes & Noble","Bookstore","33 Town Square Boulevard, Asheville, NC 28803","https://stores.barnesandnoble.com","(828) 687-0681",35.48452,-82.5564,"Free",NA,"Barnes & Noble","<B>Barnes & Noble</B><br><B>Bookstore</B><br><B>Charge: </B>Free<br><B>Address: </B>33 Town Square Boulevard, Asheville, NC 28803<br><a href=""https://stores.barnesandnoble.com"" target=""_blank"">Website</a><br>"
"19","Barnes & Noble","Bookstore","3 South Tunnel Road, Asheville, NC 28805","https://stores.barnesandnoble.com","(828) 296-7335",35.578655,-82.526,"Free",NA,"Barnes & Noble","<B>Barnes & Noble</B><br><B>Bookstore</B><br><B>Charge: </B>Free<br><B>Address: </B>3 South Tunnel Road, Asheville, NC 28805<br><a href=""https://stores.barnesandnoble.com"" target=""_blank"">Website</a><br>"
"20","Barnes & Noble","Bookstore","308 Jacksonville Mall, Jacksonville, NC 28546","https://stores.barnesandnoble.com","(910) 577-0120",34.764085,-77.3809,"Free",NA,"Barnes & Noble","<B>Barnes & Noble</B><br><B>Bookstore</B><br><B>Charge: </B>Free<br><B>Address: </B>308 Jacksonville Mall, Jacksonville, NC 28546<br><a href=""https://stores.barnesandnoble.com"" target=""_blank"">Website</a><br>"
"21","Barnes & Noble","Bookstore","850 Inspiration Drive, Wilmington, NC 28405","https://stores.barnesandnoble.com","(910) 509-1880",34.243219,-77.8304,"Free",NA,"Barnes & Noble","<B>Barnes & Noble</B><br><B>Bookstore</B><br><B>Charge: </B>Free<br><B>Address: </B>850 Inspiration Drive, Wilmington, NC 28405<br><a href=""https://stores.barnesandnoble.com"" target=""_blank"">Website</a><br>"
"22","Barnes & Noble","Bookstore","3040 Evans Street, Greenville, NC 27834","https://stores.barnesandnoble.com","(252) 321-8119",35.577305,-77.3835,"Free",NA,"Barnes & Noble","<B>Barnes & Noble</B><br><B>Bookstore</B><br><B>Charge: </B>Free<br><B>Address: </B>3040 Evans Street, Greenville, NC 27834<br><a href=""https://stores.barnesandnoble.com"" target=""_blank"">Website</a><br>"
"23","Barnes & Noble","Bookstore","121 Glensford Dr, Fayetteville, NC 28314","https://stores.barnesandnoble.com","(910) 864-0840",35.06821,-78.9584,"Free",NA,"Barnes & Noble","<B>Barnes & Noble</B><br><B>Bookstore</B><br><B>Charge: </B>Free<br><B>Address: </B>121 Glensford Dr, Fayetteville, NC 28314<br><a href=""https://stores.barnesandnoble.com"" target=""_blank"">Website</a><br>"
